606,607,0.942189590487712
606,608,0.8154940144054781
606,609,0.7087142586916975
606,670,0.7314701860997479
606,671,0.787161966269834
606,4703,0.7621899792777068
606,4765,0.7171573825822836
606,8871,0.8030561518902214
606,8872,0.7424840590636865
606,8935,0.7331133688598958
606,9457,0.7472020059699868
607,608,0.9114486214924383
607,609,0.7749539139208785
607,670,0.7151009744295205
607,671,0.8366009539657464
607,672,0.7377288616857466
607,738,0.7166521548901374
607,739,0.7227460487680681
607,4703,0.8205452057668133
607,4704,0.7659811418464111
607,4765,0.7229766549702304
607,4828,0.7167173129483274
607,8808,0.7151550756932802
607,8871,0.826644373583598
607,8872,0.784726756814609
607,8934,0.7084940755727522
607,8935,0.7753930777524929
607,9001,0.7243364770916775
607,9002,0.7492699034977194
607,9003,0.7114126561499806
607,9066,0.7423283240242193
607,9067,0.7315522758919748
607,9068,0.7241073873768107
607,9069,0.7147905471340295
607,9392,0.7287628408435435
607,9457,0.7780260198968593
607,13098,0.7091798779144707
607,42274,0.7396473767431789
607,67425,0.7438986935912142
607,67426,0.7132640801953446
608,609,0.899791984927737
608,670,0.7202772340127617
608,671,0.8436004383663036
608,672,0.8484271350988203
608,673,0.800549130622541
608,674,0.7599561006450409
608,738,0.7392280077526271
608,739,0.7223770152111625
608,803,0.7640309847218993
608,4703,0.7732382998476582
608,4704,0.8293411869689563
608,4705,0.7544185531284389
608,4765,0.7470795248697114
608,4767,0.7149889775532287
608,4768,0.7602620431889777
608,4769,0.734827281000476
608,4775,0.7278652268947436
608,4828,0.7077765334810696
608,4834,0.7825053036077522
608,4899,0.7095279024439481
608,5297,0.7260579879374004
608,8871,0.7514602218912789
608,9457,0.7266999975753388
609,670,0.7388790506275095
609,671,0.8134259271437133
609,672,0.8092280097947474
609,673,0.844232761636187
609,674,0.8172941588591872
609,738,0.7111529684152199
609,803,0.7713861640994393
609,4704,0.7882912182343484
609,4705,0.8592448531822123
609,4765,0.7646642526033351
609,4766,0.7602329174659789
609,4767,0.7587578588332209
609,4768,0.8099566348349702
609,4769,0.8330720855455154
609,4770,0.8080870952281471
609,4775,0.7266010960236364
609,4829,0.7242903800296682
609,4834,0.8169812811153072
609,4835,0.7445117011825437
609,4899,0.7618133979428168
609,5297,0.72595560336842
666,667,0.7419365900223075
667,668,0.7566834779881272
668,669,0.8276490399958306
668,732,0.7621528982106509
668,4764,0.765306860402845
